,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
0,69087,0,0,*Now that table _was_ completely hidden by the drawn-out chair—and immediately I had my first shadowy suspicion of the truth. “Supposing that there had been something on that table not intended to be seen? Something placed there by the murderer? As yet I had no inkling of what that something*,"*Yourself, Parker, Major Blunt, and Mr. Raymond. Parker I eliminated at once, since at whatever time the crime was discovered, he was the one person certain to be on the spot. Also it was he who told me of the pulled-out chair. Parker, then, was cleared (of the murder, that*",451,590,250,1
1,69087,1,0,"*One pair of Ralph’s shoes had been obtained from the Three Boars by the police. Neither Ralph nor any one else could have worn them that evening, since they were downstairs being cleaned. According to the police theory, Ralph was wearing another pair of the same kind, and I found*","*The first question I asked him when he came to my house yesterday morning was what he was wearing on his feet on the fatal night. He replied at once that he had worn _boots_—he was still wearing them, in fact—having nothing else to put on. “So we get a*",28,193,250,0
2,69087,2,0,"*But it is all wrong that Caroline should arrive at the truth simply by a kind of inspired guesswork. I wasn’t going to encourage that sort of thing. She will go round the village airing her views, and every one will think that she is doing so on medical data*","*“Oh!” said Caroline. “So you _did_ inquire about that, did you? I believe, James, that in your heart of hearts, you think very much as I do. You’re a precious old humbug.” “One always has to take the possibility of suicide into consideration,” I said repressively. “Will there be an*",281,379,250,0
3,69087,3,0,*I’ve got to play a lone hand.” He was silent a minute and then repeated in a slightly different tone of voice:— “Yes—I’ve got to play a lone hand....” It was just a few minutes before half-past seven when I rang the front door bell of Fernly Park. The door*,"*The night was such a fine one that I had preferred to come on foot. I stepped into the big square hall and Parker relieved me of my overcoat. Just then Ackroyd’s secretary, a pleasant young fellow by the name of Raymond, passed through the hall on his way to*",335,394,250,1
4,69087,4,0,"*“I wrote to one of them, but it seemed there were difficulties.” She paused. I gathered that we were just coming to delicate ground. I have never known any one more difficult to bring to the point. “You see,” murmured Mrs. Ackroyd, “it’s all a question of expectations, isn’t it?*","*“I can trust you not to misjudge me, and to represent the matter in the right light to M. Poirot. It was on Friday afternoon——” She came to a stop and swallowed uncertainly. “Yes,” I repeated encouragingly. “On Friday afternoon. Well?” “Every one was out, or so I thought. And*",604,739,250,1
5,69087,5,0,"*“You thought there might be something in it for you?” suggested Poirot smoothly. “Well—well, yes, I did, sir. I thought that if Mr. Ackroyd was being blackmailed, why shouldn’t I have a share of the pickings?” A very curious expression passed over Poirot’s face. He leaned forward. “Had you any*",*There seemed what I might call a spite against me. Of course I had to attend to my duties in the pantry. And when I did creep along once or twice to the study it was no use. The first time Dr. Sheppard came out and almost caught me in*,841,930,250,0
6,69087,6,0,"*Caroline merely continued to look omniscient, which so annoyed me that I went on:— “Perhaps you will tell me, Caroline, if I have a medical degree or if I have not?” “You have the medical degree, I dare say, James—at least, I mean I know you have. But you’ve no*","*“Won’t your—er—guest come in also?” “You are too kind,” said Poirot. “But no, my friend reposes himself. Soon you must make his acquaintance.” “Quite an old friend of yours, so somebody told me,” said Caroline, making one last valiant effort. “Did they?” murmured Poirot. “Well, we must start.” Our tramp*",19,201,250,1
7,69087,7,0,"*Poirot, too, was smiling, and at the same time shaking an eloquent finger at me. “Have I not told you at least thirty-six times that it is useless to conceal things from Hercule Poirot?” he demanded. “That in such a case he finds out?” He turned to the others. “One*","*Perhaps he knew more than the general public did——” “I did,” I said ruefully. “I suppose I might as well make a clean breast of things now. I went to see Ralph that afternoon. At first he refused to take me into his confidence, but later he told me about*",736,900,250,1
8,69087,8,0,"*“_These four points go to show that the person with Mr. Ackroyd at nine-thirty was Ralph Paton. But we know that Mr. Ackroyd was alive at a quarter to ten, therefore it was not Ralph who killed him. Ralph left the window open. Afterwards the murderer came in that way._”*","*If so, Parker may have heard enough to realize the game was up, have told his accomplice so, and the latter did the crime with the dagger which Parker gave him.” “It is a theory that,” admitted Poirot. “Decidedly you have cells of a kind. But it leaves a good*",482,562,250,1
9,69087,9,0,"*Poirot beamed on me. “You have the intelligence so quick! No, he has not been found at Liverpool. Inspector Raglan was very loath to let me send this paragraph to the press, especially as I could not take him into my confidence. But I assured him most solemnly that very*","*This morning I was struck anew. Very simply dressed in black, tall, upright and independent as ever, with her big dark eyes and an unwonted flush of color in her usually pale cheeks, I realized that as a girl she must have been startlingly handsome. “Good-morning, mademoiselle,” said Poirot. “Will*",730,942,250,0
