,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
0,69087,0,0,"*Have you reflected, my friend, that many people in that house stood to benefit by Mr. Ackroyd’s death? Mrs. Ackroyd, Miss Flora, young Mr. Raymond, the housekeeper, Miss Russell. Only one, in fact, does not, Major Blunt.” His tone in uttering that name was so peculiar that I looked up,*","*When you first found the body, Parker may have abstracted the letter unnoticed by you.” “Parker?” “Yes, Parker. I always come back to Parker—not as the murderer—no, he did not commit the murder; but who is more suitable than he as the mysterious scoundrel who terrorized Mrs. Ferrars? He may*",3113,3304,1000,1
1,69087,1,0,"*First I found a ring—a wedding ring—with ‘From R.’ and a date inside it. Then I learnt that Ralph Paton had been seen coming up the path which led to the summer-house at twenty-five minutes past nine, and I also heard of a certain conversation which had taken place in*","*Would any man use such a phrase in _talking_ to another? Impossible that that should be part of a real conversation. Now, if he had been dictating a letter——” “You mean he was reading a letter aloud,” said Raymond slowly. “Even so, he must have been reading to some one.”*",8335,8851,1000,1
2,69087,2,0,"*And a young and pretty girl does not like to admit that she is a thief—especially before those whose esteem she is anxious to retain.” Raglan brought his fist down with a thump on the table. “I’ll not believe it,” he said. “It’s—it’s not credible. And you—you’ve known this all*","*You took the money, did you not?” “The money,” said Blunt sharply. There was a silence which lasted for at least a minute. Then Flora drew herself up and spoke. “M. Poirot is right. I took that money. I stole. I am a thief—yes, a common, vulgar little thief. Now*",4057,4495,1000,1
3,69087,3,0,"*In his desk?” “No, he always kept his cash in his bedroom. In an old collar-box, to be accurate. Funny idea, wasn’t it?” “I think,” said the lawyer, “we ought to make sure the money is there before I leave.” “Certainly,” agreed the secretary. “I’ll take you up now.... Oh!*","*Elsie Dale had been at Fernly five months. A nice girl, quick at her duties, and most respectable. Good references. The last girl in the world to take anything not belonging to her. What about the parlormaid? “She, too, was a most superior girl. Very quiet and ladylike. An excellent*",5194,5812,1000,0
4,69087,4,0,"*Miss Ganett is one of the chief of our newsmongers. “Guess again,” said Caroline with intense complacency. I guessed several times, working slowly through all the members of Caroline’s Intelligence Corps. My sister received each guess with a triumphant shake of the head. In the end she volunteered the information*","*“M. Poirot!” she said. “Now what do you think of that?” I thought a good many things of it, but I was careful not to say them to Caroline. “Why did he come?” I asked. “To see me, of course. He said that knowing my brother so well, he hoped*",3565,3616,1000,0
5,69087,5,0,"*Colonel Melrose drew me aside. “From all I hear, this little fellow’s done some really remarkable things,” he murmured. “We’re naturally anxious not to have to call in Scotland Yard. Raglan seems very sure of himself, but I’m not quite certain that I agree with him. You see, I—er—know the*","*“Parker,” said the little man, “when you broke down the door with Dr. Sheppard last night, and found your master dead, what was the state of the fire?” Parker replied without a pause. “It had burned very low, sir. It was almost out.” “Ah!” said Poirot. The exclamation sounded almost*",763,1698,1000,0
6,69087,6,0,"*“I wasn’t—I——” “Who was your last master?” rapped out Poirot suddenly. “My last master?” “Yes, the master you were with before you came to Mr. Ackroyd.” “A Major Ellerby, sir——” Poirot took the words out of his mouth. “Just so, Major Ellerby. Major Ellerby was addicted to drugs, was he*","*“Ah! And yet it is so simple. The true explanation leapt to the eye, did it not?” “Did it?” I said dryly. Poirot laughed. “The wise man does not commit himself,” he observed. “Is not that so? But here we are at Mr. Hammond’s.” The lawyer was in his office,*",1026,1951,1000,0
7,69087,7,0,"*It is an easy matter to verify. His body is still available.” “But why? What would be the point of it? You’re surely not suggesting suicide, Mr. Poirot?” “Ah! no. My theory is that the murderer wore gloves or wrapped something round his hand. After the blow was struck, he*","*Mademoiselle, his position grows daily more dangerous. If he had come forward at once, no matter how damning the facts, he might have had a chance of explaining them away. But this silence—this flight—what can it mean? Surely only one thing, knowledge of guilt. Mademoiselle, if you really believe in*",3555,3982,1000,1
8,69087,8,0,"*that was very simple. You leave Mr. Ackroyd at—ten minutes to nine, was it not?” “Yes, exactly, I should say.” “The window is then closed and bolted and the door unlocked. At a quarter past ten when the body is discovered, the door is locked and the window is open.*","*Have they destroyed a clew in doing so? Too bad!” “It is of no consequence,” said the detective. “Of no consequence whatever. What I really want to ask you is this, M. Raymond: Did any stranger come to see Mr. Ackroyd during this past week?” The secretary reflected for a*",3086,3974,1000,1
9,69087,9,0,"*“Yes, dear, I know what you mean,” she said. “But it rather depends on what kind of a hand you have to start with, doesn’t it?” “You’ll never get the big hands if you don’t go for them,” urged Caroline. “Well, we must all play our own way, mustn’t we?”*","*The first or most simple solution. 2. That of Miss Ganett: that Roger Ackroyd had been secretly married to Mrs. Ferrars. 3. That of my sister: that Roger Ackroyd had married his housekeeper, Miss Russell. A fourth or super-theory was propounded by Caroline later as we went up to bed.*",828,1353,1000,1
10,69087,10,0,*I had been reading up the subject and there was an illustration of quite a small piece which had fetched an immense sum at Christy’s. It looked to me just the same as the one in the silver table. I thought I would take it up to London with me*,"*“I was startled,” said Mrs. Ackroyd. “I heard footsteps coming along the terrace outside. I hastened out of the room and just got up the stairs before Parker opened the front door to you.” “That must have been Miss Russell,” I said thoughtfully. Mrs. Ackroyd had revealed to me one*",4340,4459,1000,1
