,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
0,69087,0,0,*When she is half-way down she hears the chink of glass from the hall. She has not a doubt of*,"*“The money,” said Blunt sharply. There was a silence which lasted for at least a minute. Then Flora drew herself*",14310,14991,1000,1
1,69087,1,0,"*The room is not too hot, no?” I thought it was stifling, but refrained from saying so. The windows were*","*He entered into no explanations, but at once started a new subject of conversation. “The housekeeper, Miss Russell, who came*",12686,13043,1000,1
2,69087,2,0,"*“An opened window,” he said. “A locked door. A chair that apparently moved itself. To all three I say, ‘Why?’*","*I think the same thought must have occurred to Colonel Melrose, for he frowned. “Anything more you want to see,*",5927,6001,1000,0
3,69087,3,0,"*Kent glared at us sullenly, but did not reply. I saw his glance waver over the three of us, and*",*What’s that to do with it? Is a man whose name is Kent bound to be born in that particular*,315,909,1000,0
4,69087,4,0,"*Poirot tore it open. Blunt’s voice rose abrupt and resonant. “The murderer is amongst us, you say? You know—which?” Poirot*",*Poirot sat down and drew out his case of tiny Russian cigarettes. He smoked for a minute or two in*,18767,19044,1000,0
5,69087,5,0,"*It was then just on half-past nine, as I tell you.” Poirot nodded again. He made a note or two*",*“Every time we come back to Ralph Paton. How did you manage to spot Miss Russell as the person Charles*,16913,17081,1000,0
6,69087,6,0,"*Poirot wanted to live quietly without being bothered by people.” “So that’s who he is,” I said slowly. “You’ve heard*","*Since the girl was determined, I was forced to give in to her and we started at once, getting away*",3215,4009,1000,1
7,69087,7,0,*Caroline’s attention was distracted from her own inventive exercises. She pointed out to Miss Ganett that a hand consisting of*,*I was overwhelmed and intoxicated. I had read of there being such a thing as the Perfect Winning—going Mah Jong*,10757,11146,1000,0
8,69087,8,0,"*It’s God’s own truth what I told the police. I heard the word blackmail, sir, and well——” He paused. “You*","*He leaned forward. “Had you any reason to suppose before that night that Mr. Ackroyd was being blackmailed?” “No, indeed,*",302,365,1000,1
9,69087,9,0,"*“How—changed?” I asked. “Looked ten years older.” “Were you down here when her husband died?” I asked, trying to make*","*I agreed. “Ashley Ferrars was by no means a pattern husband,” I said cautiously. “Blackguard, I thought,” said Blunt. “No,”*",10118,10161,1000,1
10,69087,10,0,"*Poirot came in practically the minute after he left.” “Came in here?” “No, to his own house.” “How do you*","*“Ah!” said Poirot regretfully. “That is a pity.” And he seemed quite crestfallen. He entered into no explanations, but at*",17059,17751,1000,0
11,69087,11,0,"*But they’re wonderful fellows, these foreign detectives. Up to all sorts of dodges, I believe.” “Pung,” said Miss Ganett, in*","*You sit there like a dead head, and say nothing at all!” “But, my dear,” I protested, “I have really*",13503,13568,1000,0
12,69087,12,0,*| |LODGE -----------------+ +---+-------------- ] The inspector took in the position at a glance. We went through into the large*,*She can answer my questions better without being upset by knowing the truth about her uncle. Tell her there’s been*,5745,5844,1000,1
13,69087,13,0,"*“But I never hurt a hair of Mr. Ackroyd’s head,” he moaned. “Honest to God, sir, I didn’t. I’ve been*","*The lawyer was in his office, and we were ushered in without any delay. He rose and greeted us in*",14257,15036,1000,1
14,69087,14,0,"*“When do you want me to do this?” “Now, if you will. We are close to the house.” “Aren’t you*","*For a moment or two the girl looked mutely at Poirot. Then, her reserve breaking down completely, she nodded her*",14212,15085,1000,0
15,69087,15,0,*I have always been considered so—so very respectable. If any one got an inkling—it would have been all up with*,"*But let us not be in a hurry. Let us proceed slowly, with due order and method. Charles Kent is*",6654,6916,1000,1
16,69087,16,0,*It was this same table lid being shut down gently and carefully. I repeated the action once or twice for*,*They’re not wearing or using them now. The pen that George Eliot wrote _The Mill on the Floss_ with—that sort*,376,578,1000,0
17,69087,17,0,"*And why?” “You think she went to meet some one?” “I do.” Poirot nodded. “So do I,” he said thoughtfully.*","*A question of the relativity, is it not so? Have you reflected, my friend, that many people in that house*",18989,19647,1000,0
18,69087,18,0,"*I opened the door and walked in. As I did so, I almost collided with Miss Russell, who was just*",*I was still bending over the open silver table when Flora Ackroyd came into the room. Quite a lot of*,5051,5514,1000,0
19,69087,19,0,"*Was it because, as in the case of questioning Major Blunt, he wished to remain in the background? The wish,*","*I hadn’t the least idea of it.” “Can you tell me anything about her?” I asked. “Anything about her?” “Yes,*",10763,11041,1000,0
20,69087,20,0,"*After all, I read detective stories, and the newspapers, and am a man of quite average ability. If there had*",*I want Colonel Melrose to see everything exactly as it is. I happen to know that he’s dining out the*,447,1233,1000,1
21,69087,21,0,"*No doubt whatever.” “Where was this—er—curio usually kept? Can you tell me that, sir?” It was the secretary who answered.*","*“It’s nothing.” “Yes, doctor?” said the inspector again, still more encouragingly. “It’s so trivial,” I explained apologetically. “Only that when*",7493,7534,1000,1
22,69087,22,0,"*Miss Russell rose. “Thank you very much, M. Poirot,” she said. “You have been very kind—very kind indeed. You—you do*",*I think Miss Russell knows more about Mr. Ackroyd’s death than she is prepared to admit.” Caroline leaned back triumphantly*,12484,12920,1000,0
23,69087,23,0,"*“And then that scene—yesterday,” continued my patient. She paused as though expecting me to take up a cue. “What scene?”*","*Of the six people round the table yesterday, Mrs. Ackroyd at least had had something to hide. It was for*",3079,3558,1000,0
24,69087,24,0,"*“It’s a habit they have,” I agreed. “And the tone altered—became quite abusive. I assure you, doctor, I was becoming*","*And I went into Roger’s study—I had some real reason for going there—I mean, there was nothing underhand about it.*",2725,3011,1000,1
25,69087,25,0,"*“A very meticulous and accurate account,” he said kindly. “You have recorded all the facts faithfully and exactly—though you have*",*Now let us begin—but first I have an announcement to make to you all.” He took Ursula’s hand and drew*,19528,19974,1000,0
26,69087,26,0,"*“Every one was out, or so I thought. And I went into Roger’s study—I had some real reason for going*","*“Why did you leave the lid open?” I asked. “Did you forget?” “I was startled,” said Mrs. Ackroyd. “I heard*",12300,13038,1000,0
27,69087,27,0,"*“I shall have to pack this carefully,” he observed. “It’s going to be an important piece of evidence in more*","*I took a turn or two up and down the room. “Flora,” I said gravely, “be guided by me. I*",5422,6285,1000,0
28,69087,28,0,"*This fellow doesn’t seem out after kudos, does he? Would work in with us unobtrusively, eh?” “To the greater glory*","*“The bell rang, sir,” he said hesitatingly. “Come in, Parker,” said Colonel Melrose. “This gentleman wants to ask you something.”*",13191,14043,1000,1
29,69087,29,0,"*“No, sir. That is Elsie’s work. I never went near that part of the house.” “I must tell you, my*","*What did you think of that girl?” “Which girl? The parlormaid?” “Yes, the parlormaid. Ursula Bourne.” “She seemed a nice*",13140,13721,1000,0
30,69087,30,0,"*In the two years that Geoffrey Raymond has been secretary to Ackroyd, I have never seen him ruffled or out*","*“You’re quite sure about it, sir. You identify it positively?” “Absolutely. No doubt whatever.” “Where was this—er—curio usually kept? Can*",8104,8233,1000,1
31,69087,31,0,"*“Nonsense,” said Caroline. “I have always said ‘_Chow_.’” “In the Shanghai Club,” said Colonel Carter, “they say ‘_Chow_.’” Miss Ganett*",*“She came here pretending to consult James on Friday morning. It’s my opinion she wanted to see where the poisons*,11392,12241,1000,0
32,69087,32,0,"*“Every one has something to hide,” I quoted, smiling. “Exactly.” “You still believe that?” “More than ever, my friend. But*","*“I shan’t forget,” said Hector Blunt. He added, in a sudden burst of communicativeness:— “Time I went. I’m no good*",10027,10623,1000,1
33,69087,33,0,"*But any one who was a friend to him would tell him this: he ought to come back.” I lingered,*",*“Not earlier? Not before a quarter to ten?” I looked at her attentively. She was so clearly eager for a*,11775,11834,1000,1
34,69087,34,0,*I followed him. He led me down a path to the left enclosed in yew hedges. A walk led down*,*“Not—not while we’re in all this trouble. Oh! please. If you go——” She turned away a little. “You want me*,4188,4780,1000,0
35,69087,35,0,"*Here, or at the Three Boars?” Mrs. Ackroyd stared at me with a dropped jaw. “The inquest?” she asked, the*","*“If Mr. Ackroyd paid that money away himself, it may have a bearing on the mystery of the crime. The*",17543,18311,1000,1
36,69087,36,0,"*she asked. “I don’t quite understand, you know——” Poirot smiled admiringly at her. “It is not necessary that you should,”*",*asked the colonel. “I’ll Pung that Green Dragon. How do you make out that Miss Flora’s been lucky? Very charming*,4556,5391,1000,0
37,69087,37,0,"*“I assure you,” I said, “that I don’t know anything. Poirot keeps his own counsel.” “Wise man,” said the colonel*",*Ah!” Out of the babel of excited suggestions and suppositions three theories were evolved:— 1. That of Colonel Carter: that*,8499,8792,1000,0
