,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
0,69087,0,0,"*I noted it, I may say, quite mechanically, without attaching any importance to it at the time. I opened the door and walked in. As I did so, I almost collided with Miss Russell, who was just coming out. We both apologized. For the first time I found myself appraising*","*I strolled to the window, wondering at her evident desire to justify her presence in the room. As I did so, I saw what, of course, I might have known all the time had I troubled to give my mind to it, namely, that the windows were long French ones*",2080,2301,625,0
1,69087,1,0,"*“And then that scene—yesterday,” continued my patient. She paused as though expecting me to take up a cue. “What scene?” “Doctor, how can you? Have you forgotten? That dreadful little Frenchman—or Belgian—or whatever he is. Bullying us all like he did. It has quite upset me. Coming on top of*","*I asked. “What about?” Mrs. Ackroyd cast a very shrewd glance at me. It quite threw me off my balance. “I was sure _you’d_ know, doctor, if any one did. You were with M. Poirot all the time, weren’t you?” “I was.” “Then of course you know. It was that*",1833,2151,625,1
2,69087,2,0,"*“He was stabbed in the neck. You know that as well as I do.” “After death, James,” said Caroline; “to make a false clew.” “My good woman,” I said, “I examined the body, and I know what I’m talking about. That wound wasn’t inflicted after death—it was the cause of*","*We are close to the house.” “Aren’t you coming in?” “No, me, I will promenade myself in the grounds. I will rejoin you by the lodge gates in a quarter of an hour’s time.” I nodded, and set off on my task. The only member of the family at home*",958,1453,625,1
3,69087,3,0,"*(Latter confirms.)_ _Mr. Raymond.—Billiard room. (See above.)_ _Mrs. Ackroyd.—9.45 watching billiard match. Went up to bed 9.55. (Raymond and Blunt watched her up staircase.)_ _Miss Ackroyd.—Went straight from her uncle’s room upstairs. (Confirmed by Parker, also housemaid, Elsie Dale.)_ _Servants_:— _Parker.—Went straight to butler’s pantry. (Confirmed by housekeeper, Miss Russell,*","*_Gladys Jones (second housemaid).—In Servants’ Hall._ _Elsie Dale.—Upstairs in bedroom. Seen there by Miss Russell and Miss Flora Ackroyd._ _Mary Thripp (kitchenmaid).—Servants’ Hall._ “The cook has been here seven years, the parlormaid eighteen months, and Parker just over a year. The others are new. Except for something fishy about Parker,*",247,342,625,0
4,69087,4,0,"*I discovered that Miss Russell, the housekeeper, had visited Dr. Sheppard that morning, and had displayed a good deal of interest in cures for victims of the drug habit. Taking that in conjunction with the goose quill, I assumed that the man in question came to Fernly to meet the*","*_The calls on my purse have been so frequent of late that I fear it is impossible for me to accede to your request._ Does nothing strike you as odd about that?” “I don’t think so,” said Raymond. “He has frequently dictated letters to me, using almost exactly those same*",578,1104,625,1
5,69087,5,0,"*He should await us there at this very minute.” “What do you think,” I ventured, glancing sideways at his face. “I know this—that I am not satisfied.” “You think that it was he who blackmailed Mrs. Ferrars?” “Either that, or——” “Well?” I said, after waiting a minute or two. “My*","*“One instant, I pray of you.” He removed his overcoat and gloves. “Allow me, sir,” said Parker, and sprang forward to assist him. He deposited the articles neatly on a chair by the door. Poirot watched him with approval. “Thank you, my good Parker,” he said. “Take a seat, will*",2223,2330,625,1
6,69087,6,0,"*“That was a very long time ago, I suppose,” said Flora gravely. I caught the undercurrent of laughter in her voice, but I don’t think Blunt did. “Yes,” he said simply, “it was.” “How does it feel to be Methuselah?” asked Flora. This time the laughter was more apparent, but*","*said Blunt quickly. “I—oh, yes, of course.” Another silence, and then Flora burst out:— “I’m—I’ll tell you why I felt so happy this morning. However heartless you think me, I’d rather tell you. It’s because the lawyer has been—Mr. Hammond. He told us about the will. Uncle Roger has left*",1141,1695,625,0
7,69087,7,0,"*He entered into no explanations, but at once started a new subject of conversation. “The housekeeper, Miss Russell, who came to consult you on that Friday morning—is it indiscreet to ask what passed at the interview—apart from the medical details, I mean?” “Not at all,” I said. “When the professional*","*I plead guilty. I’ve had something up my sleeve.” “And what is that, M. Raymond?” “As I say, it’s nothing of consequence—just this. I was in debt—badly, and that legacy came in the nick of time. Five hundred pounds puts me on my feet again with a little to spare.”*",74,368,625,0
8,69087,8,0,"*On this particular night our guests were Miss Ganett and Colonel Carter, who lives near the church. A good deal of gossip is handed round at these evenings, sometimes seriously interfering with the game in progress. We used to play bridge—chatty bridge of the worst description. We find Mah Jong*","*“Indeed?” I said politely. “Very mysterious business this about poor Ackroyd,” continued the colonel, accepting a cup of coffee. “A deuce of a lot behind it—that’s what I say. Between you and me, Sheppard, I’ve heard the word blackmail mentioned!” The colonel gave me the look which might be tabulated*",2202,2332,625,1
9,69087,9,0,"*Is there really such a thing?” I shook my head regretfully. “I’m afraid there isn’t. There’s _curare_, of course.” I told her a good deal about curare, but she seemed to have lost interest once more. She asked me if I had any in my poison cupboard, and when I*","*By the way, what is the trouble with Ralph?” “With Ralph?” I said, surprised; “there’s isn’t any.” “Then why is he staying at the Three Boars instead of at Fernly Park?” I did not for a minute question Caroline’s statement that Ralph Paton was staying at the local inn. That*",1979,2141,625,1
